,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
770,1.9273,-1.4584,16.471,5,3,10,1,0.014925,169.41,0.33008,0.32713,0.0032986,0.069501,2.0147,0.00095437,0.033609,0.04046,-0.005266,-0.034038,-0.035719,0.0083868,0.020728,0.025702,0.026279,0.033943,0.029664,0.16121,0.16106,0.15311,0.13312,0.10858,0.084235,0.053986,0.93295,0.21767,0.79687,0.047443,0.69,0.8,0.059537,0.20667,3.2871,2.7775,0.041084,0.023915,0.18182
771,0.52098,-2.1127,10.712,-11,18,7,0,0.12195,50.628,0.30674,0.15602,0.0031092,0.2044,1.9067,0.04636,0.042861,-0.002664,-0.027046,-0.031878,-0.027633,0.022872,0.033834,0.027287,0.027594,0.034444,0.024931,0.17969,0.17791,0.15507,0.12129,0.094321,0.067262,0.03349,0.69948,0.12699,0.68854,0.11361,0.48,0.7,0.16501,0.81,3.6694,1.4572,0.16266,0.15345,0.125
772,1.2657,-2.6033,3.0822,-78,78,0,0,0.16092,30.286,0.41754,0.12041,0.00097152,0.17831,1.8085,0.023658,0.032416,0.0052452,-0.02112,-0.022303,-0.017897,0.0145,0.040339,0.034342,0.042991,0.015128,0.022617,0.18037,0.17962,0.16525,0.12517,0.091543,0.050403,0.037722,0.31334,0.063201,0.61502,0.012103,0.57,0.61333,0.019679,0.07,1.3418,1.0352,0.0096783,0.0062706,0
773,1.0457,-2.8195,48.31,-42,43,1,0,0,26.732,0.57673,0.63247,0.0032464,0.86502,2.6555,0.080278,0.022928,-0.026942,-0.043553,-0.046322,0.013611,0.010795,0.055675,0.069638,0.032188,0.021911,0.001334,0.19444,0.19422,0.18356,0.12931,0.061795,0.031541,0.013602,1.8563,0.084996,0.5434,0.0084719,0.51,0.54333,0.015591,0.05,0.58359,0.66863,0.011557,0.0090774,0
774,1.7237,-3.2696,19.448,-50,50,0,0,0.125,389.03,0.12344,0.34206,0.005253,-0.44956,2.552,0.0012814,0.0090292,0.020039,0.018576,-0.0064659,-0.04246,0.0021051,0.0047278,0.0039956,0.007905,0.027383,0.040118,0.14183,0.14178,0.13977,0.13522,0.13158,0.1244,0.099168,0.58615,0.18809,0.955,0.0061955,0.94,0.95333,0.0064874,0.026667,0.29668,0.38743,0.0086806,0.0055367,0
775,0.47648,-1.7052,15.905,7,11,26,4,0,70.018,0.58909,0.44082,0.0064306,1.3228,5.3846,-0.0019693,-0.013455,-0.020858,-0.019762,-0.010267,0.066311,0.0089029,0.034819,0.047899,0.049292,0.0097983,0.0043084,0.16288,0.1638,0.15725,0.12781,0.089837,0.058758,0.08465,0.78786,0.09267,0.43807,0.11359,0.32333,0.43,0.25929,0.78667,6.5652,3.7208,0.12405,0.11277,0.20635
776,0.66624,-1.9091,3.9673,6,3,9,0,0.23529,41.583,0.2762,0.093313,0.0036423,0.073821,2.2428,-0.029381,-0.002164,0.0023385,0.0034064,0.010105,0.015695,0.016649,0.037678,0.021512,0.028444,0.02788,0.029111,0.17328,0.17233,0.15582,0.11879,0.098793,0.072482,0.047234,0.42828,0.15828,0.81863,0.1458,0.29,0.865,0.1781,0.62667,3.6757,1.3356,0.16575,0.14453,0.27273
777,1.6692,-1.8653,9.8135,2,3,5,0,0,4.4959,0.38989,0.19356,0.0001806,0.16746,2.2633,0.0095755,0.0065897,-3.11E-05,-0.0055423,-0.0065066,-0.0040853,0.013946,0.052062,0.037529,0.035927,0.02934,0.0092116,0.17958,0.17964,0.16659,0.11661,0.083378,0.054837,0.041342,0.60285,0.061187,0.7305,0.033278,0.58,0.735,0.045555,0.2,1.1745,1.6747,0.043687,0.030805,0.17949
778,1.5126,-2.4356,7.1567,-30,30,0,0,0.16667,51.506,0.40067,0.20722,0.0092004,0.67665,2.0549,0.14759,0.077414,-0.017109,-0.055932,-0.067761,-0.0842,0.005578,0.016825,0.020221,0.010627,0.008419,0.020488,0.10369,0.10635,0.10712,0.10295,0.10827,0.14848,0.24098,0.58851,0.15293,0.69587,0.023557,0.63667,0.70167,0.033852,0.11,1.0698,0.66104,0.014998,0.010076,0.02439
779,1.8299,-1.8832,10.533,-5,14,5,-2,0,10.709,0.33231,0.10809,0.00083974,0.10637,1.944,-0.0068147,0.026112,0.033055,-0.0016897,-0.023694,-0.026968,0.042381,0.071456,0.043388,0.02661,0.014611,0.011182,0.21343,0.21044,0.16821,0.097066,0.054305,0.029406,0.017511,1.1573,0.08987,0.87131,0.043155,0.80333,0.86333,0.049528,0.19667,2.4161,1.8478,0.034154,0.021308,0.16667
780,0.41972,-2.4826,12.15,-9,13,4,0,0.14706,88.524,0.17867,0.25756,0.0027071,-0.31508,2.2324,0.0096068,0.020556,0.017376,-0.0041593,-0.017077,-0.026302,0.0039453,0.012096,0.013966,0.013512,0.025811,0.064408,0.14355,0.14356,0.14002,0.12874,0.11645,0.10622,0.087717,0.74068,0.19514,0.85833,0.1078,0.41,0.88333,0.12559,0.51667,1.9573,0.59417,0.11073,0.104,0.12121
781,1.6003,-1.1319,119.84,18,3,21,0,0.26316,1723.5,0.10269,1.2385,0.027483,0.12638,2.4278,0.11199,0.078427,0.0047192,-0.057413,-0.069848,-0.067873,0.0010141,0.004585,0.0063286,0.010572,0.029423,0.074962,0.13697,0.13696,0.13606,0.1317,0.12591,0.11645,0.089069,-0.97317,0.6681,0.74895,0.11185,0.32667,0.77,0.14934,0.54333,3.5479,3.5116,0.14259,0.10677,0.54054
782,1.9459,-0.31926,3.76,12,0,12,0,0.058824,21.396,0.53323,0.21399,0.0094406,-0.643,2.8623,0.018086,0.023992,0.025168,0.016951,-0.024861,-0.059336,0.012337,0.037444,0.059464,0.044959,0.015003,0.01982,0.18363,0.18334,0.17126,0.13431,0.076014,0.036694,0.025721,0.42728,0.13925,0.73275,0.16017,0.57667,0.65667,0.21859,0.49667,3.0013,1.947,0.20229,0.14501,0.5625
783,1.8177,-1.3761,5.0188,5,3,6,-1,0,2.551,0.36595,0.11305,0.00050296,0.048538,1.9654,-0.024496,-0.01602,0.0040272,0.024876,0.017589,-0.0059752,0.021556,0.04893,0.038386,0.033274,0.014262,0.027891,0.18505,0.18423,0.16302,0.1148,0.078849,0.048664,0.041088,0.73692,0.075861,0.92977,0.065338,0.81,0.93333,0.070273,0.29,1.5347,1.201,0.051536,0.03324,0.32143
784,1.9833,-0.68173,4.2523,13,0,15,1,0,9.6579,0.31622,0.10217,0.00062938,0.186,2.248,-0.0098309,-0.008855,0.00024764,0.010254,0.0053768,0.0028077,0.016903,0.04588,0.030735,0.018646,0.018477,0.040552,0.17828,0.17767,0.16077,0.11491,0.084207,0.065627,0.047346,0.71641,0.071285,1.0431,0.15149,0.64667,1.0633,0.14523,0.69667,2.609,2.4255,0.24869,0.16705,0.79167
785,0.2227,-2.7553,10.249,-29,32,3,0,0.02439,230.49,0.2595,0.43256,0.0023033,0.41075,2.9046,0.016999,0.001933,-0.0034977,-0.0066299,-0.0065741,-0.0022298,0.0026112,0.010764,0.01224,0.015327,0.028417,0.058883,0.14298,0.14297,0.14056,0.13015,0.1199,0.1081,0.087102,0.52501,0.14154,0.67642,0.076064,0.31667,0.69333,0.11245,0.39667,1.9978,1.0743,0.077826,0.073637,0.075
786,0.8172,-2.8184,23.882,-17,21,4,0,0,757.1,0.43861,0.34167,0.079819,-0.29777,2.1206,0.055891,0.049882,0.042964,-0.087778,-0.049157,-0.011801,0.018785,0.032182,0.046831,0.04124,0.027788,0.010126,0.18271,0.18184,0.16338,0.13185,0.086898,0.049183,0.027194,0.98421,0.12401,0.89441,0.048959,0.7,0.89667,0.054738,0.40667,0.75907,0.87208,0.083548,0.077859,0.083333
787,1.2481,-1.882,6.129,4,2,6,0,0.09375,21.863,0.31069,0.15663,0.0022213,-0.054875,1.9234,-0.025189,0.02715,0.056798,0.019667,-0.030091,-0.048335,0.006746,0.014116,0.016625,0.0092398,0.010438,0.027827,0.10765,0.10995,0.1087,0.10556,0.11117,0.14653,0.22546,0.65591,0.24903,0.9151,0.090006,0.51333,0.92,0.098356,0.64667,1.5913,1.06,0.14255,0.12938,0.16129
788,1.3481,-2.8898,8.0768,-24,24,0,0,0,13.992,0.46677,0.20451,0.00093398,-0.37735,2.1708,-0.015281,-0.0085503,0.014902,0.027786,0.0093226,-0.028179,0.013394,0.04218,0.053366,0.028584,0.016503,0.015156,0.18483,0.18421,0.17088,0.12892,0.077239,0.049926,0.034816,0.93542,0.1191,0.85929,0.011016,0.83667,0.85667,0.01282,0.046667,0.34442,0.32197,0.010524,0.0060971,0
789,0.57485,-2.2296,6.5409,-3,12,9,0,0.25,71.689,0.20232,0.20765,0.0030664,0.030476,2.1132,0.0072564,0.020064,0.017136,-0.0085625,-0.023052,-0.012842,0.0045043,0.013166,0.014661,0.012582,0.033935,0.050532,0.14959,0.14876,0.14434,0.13135,0.11759,0.1058,0.073187,0.37693,0.1773,0.77556,0.10738,0.33,0.80167,0.13846,0.59667,2.7851,1.904,0.11367,0.097649,0.22857
790,0.84268,-2.5076,11.637,-14,14,0,0,0,20.428,0.41378,0.28748,0.00067185,0.22186,1.8043,0.023115,0.026229,0.0067062,-0.015142,-0.021282,-0.019627,0.0096687,0.025426,0.035636,0.025426,0.016334,0.038774,0.15993,0.16,0.15122,0.12751,0.095986,0.0781,0.075989,0.92307,0.13333,0.89375,0.068369,0.77333,0.91833,0.076497,0.22333,2.0615,0.5296,0.018646,0.010879,0
791,2.164,-1.1078,4.1348,2,2,6,1,0,4.1493,0.58625,0.24395,0.00067067,0.4062,2.7938,0.0074301,-0.021672,-0.015139,-0.0013151,0.0069931,0.023703,0.0076947,0.038358,0.056107,0.050728,0.0069148,0.014026,0.18047,0.18015,0.17297,0.13565,0.08235,0.036561,0.038016,0.61927,0.056785,0.95874,0.060928,0.86,0.94667,0.06355,0.22667,1.6015,1.2795,0.055435,0.03459,0.35714
792,1.5235,-1.9479,34.487,5,4,9,0,0.088235,431.43,0.13255,0.37847,0.017409,0.78305,2.7165,0.068641,0.038228,0.014588,-0.0093668,-0.044524,-0.067566,0.0038087,0.011003,0.011667,0.0068168,0.033471,0.066233,0.14447,0.14432,0.14051,0.12973,0.11827,0.11151,0.078197,-0.88115,0.56375,0.84853,0.055917,0.62,0.84667,0.065899,0.29667,1.5247,1.6971,0.064092,0.04767,0.30303
793,1.2454,-2.496,15.274,-47,47,0,0,0,31.944,0.68113,0.51469,0.0016979,1.1335,3.7789,0.047773,0.0058548,-0.023896,-0.032191,-0.027254,0.029713,0.0077432,0.04618,0.080393,0.04208,0.0063149,0.0090562,0.19138,0.19132,0.18397,0.13864,0.060898,0.021455,0.020561,0.80989,0.083693,0.51352,0.010451,0.49,0.51333,0.020352,0.043333,0.94229,0.64263,0.0075768,0.0045211,0
794,1.0372,-2.3204,16.241,-6,7,1,0,0.096774,57.223,0.24145,0.37545,0.0029475,0.061398,1.8698,0.02255,0.056045,0.0355,-0.019016,-0.045184,-0.049895,0.0046041,0.012786,0.014589,0.024431,0.028292,0.054247,0.14589,0.14606,0.14212,0.13051,0.11826,0.098631,0.079575,0.66017,0.30609,0.91688,0.069809,0.61,0.93,0.076137,0.39,1.4376,0.80345,0.047081,0.040858,0.066667
795,2.4314,-0.49396,1.9738,7,0,7,0,0.0625,3.219,0.23079,0.074912,0.00090133,0.078161,1.7859,-0.0060317,0.014172,0.037052,0.013594,-0.025391,-0.033396,0.0021674,0.0038821,0.0028396,0.0054614,0.0060542,0.010513,0.044696,0.050525,0.060307,0.080157,0.12465,0.21357,0.39518,0.2266,0.047969,0.92646,0.054249,0.82333,0.93,0.058555,0.18667,0.74522,1.0722,0.077354,0.041382,0.6
796,0.49644,-1.6528,187.04,1,7,8,0,0.17647,1351.9,0.3106,1.6609,0.10903,1.4906,6.6917,-0.098306,-0.059956,-0.0052177,0.0048257,0.029485,0.12917,0.00239,0.012329,0.014468,0.04358,0.019082,0.056201,0.15096,0.1509,0.14863,0.13647,0.1226,0.079995,0.062406,1.5133,0.32466,0.55275,0.15108,0.25,0.62667,0.27333,0.46667,3.7545,0.97091,0.18349,0.15497,0.375
797,1.096,-1.798,12.404,4,5,9,0,0.30357,291.75,0.14529,0.43047,0.0039449,-0.099545,2.3398,-0.015265,0.00027898,0.023081,0.012331,-0.0091527,-0.011273,0.0021122,0.0043084,0.007309,0.015115,0.044513,0.042911,0.13421,0.13467,0.13374,0.13177,0.12912,0.12329,0.096922,0.36206,0.24591,0.94917,0.12135,0.39,0.965,0.12785,0.94333,3.6822,1.8718,0.16946,0.15089,0.32727
798,1.7545,-0.073713,82.68,54,0,56,1,0.66129,1719.7,0.34476,0.29317,0.162,-0.037043,2.067,0.096776,0.061405,0.023351,-0.0032938,-0.061089,-0.11715,0.04295,0.072623,0.049964,0.027145,0.013177,0.0067173,0.22116,0.21255,0.1698,0.098322,0.04932,0.024096,0.012176,-1.0082,0.52931,0.47118,0.1793,0.25,0.43333,0.38053,0.78333,18.711,13.321,0.25701,0.15509,0.86885
799,1.0361,-2.1871,22.022,-5,6,1,0,0,49.275,0.32573,0.34151,0.0045163,0.20689,1.7124,0.055694,0.045562,0.00132,-0.029662,-0.03181,-0.041105,0.0080181,0.023176,0.025365,0.014501,0.029198,0.032306,0.16075,0.16055,0.15263,0.12958,0.10544,0.092284,0.066209,1.115,0.32231,0.78422,0.058084,0.72667,0.76667,0.074066,0.17,0.92377,0.4378,0.031155,0.01994,0.14286
800,1.7918,-2.2194,11.43,-29,29,0,0,0,8.7765,0.42941,0.2209,0.0026311,0.15502,1.4006,0.034276,0.067423,0.035524,-0.029105,-0.050824,-0.057294,0.016455,0.04368,0.052376,0.025334,0.031303,0.013114,0.18705,0.18617,0.16981,0.12637,0.074406,0.051054,0.022876,1.0317,0.067162,0.72877,0.013001,0.69667,0.73167,0.017839,0.053333,0.56813,0.49398,0.011804,0.0067759,0
801,1.9648,-1.7454,4.3942,-9,9,0,0,0,3.8168,0.33325,0.19422,0.0035739,0.49471,1.6318,-0.057466,-0.053647,-0.038772,-0.001039,0.071896,0.079029,0.0065162,0.020415,0.01971,0.050508,0.023556,0.031302,0.1625,0.16227,0.15584,0.13561,0.11623,0.068372,0.04718,0.53314,0.064555,1.1247,0.038813,1.0333,1.1267,0.034511,0.15667,0.66864,0.66094,0.040144,0.026089,0.29167
802,1.204,-1.7038,1.7293,-9,22,13,0,0.012658,9.8986,0.49651,0.098196,0.00045602,0.18042,1.6742,0.020662,0.024,0.0046957,-0.014714,-0.016696,-0.017948,0.019109,0.03657,0.042734,0.037038,0.01593,0.0066754,0.17132,0.17149,0.15424,0.1213,0.085825,0.063012,0.074756,0.33262,0.096191,0.67034,0.081495,0.41667,0.67,0.12157,0.78667,5.4306,3.1874,0.10659,0.098167,0.21795
803,1.1585,-2.6163,2.4202,-22,24,2,0,0.029412,7.1268,0.19863,0.046833,0.0012209,-0.27112,1.4975,-0.023299,-0.04705,-0.018927,0.025815,0.035468,0.027994,0.018898,0.044697,0.018386,0.023486,0.036021,0.032546,0.17541,0.17468,0.15597,0.11165,0.094094,0.072454,0.041707,-0.36284,0.088933,0.83686,0.027996,0.73,0.83833,0.033454,0.14,0.82849,0.61739,0.027943,0.023504,0.060606
804,0.65453,-1.8561,61.403,5,2,7,0,0.12903,502.16,0.16261,1.6657,0.050522,0.087883,1.9193,0.062782,0.066227,0.017883,-0.033798,-0.053134,-0.059959,0.00095298,0.0034142,0.0056566,0.019426,0.061278,0.036324,0.14377,0.14373,0.14282,0.13948,0.13399,0.11491,0.054255,0.67085,0.50454,0.87097,0.16684,0.37333,0.93,0.19156,0.62667,4.0089,1.24,0.10647,0.089692,0.16667
805,1.1151,-1.4121,57.208,9,4,13,0,0.22222,290.21,0.32251,3.218,0.007703,0.089955,2.5898,-0.048589,-0.0065513,0.02414,0.028651,-0.002841,0.0051906,0.00044939,0.0059717,0.016742,0.036105,0.021144,0.052965,0.14789,0.14787,0.14743,0.14149,0.12481,0.088844,0.068283,0.83638,0.24491,0.80083,0.14993,0.31,0.84333,0.18721,0.75,4.5869,2.4891,0.15011,0.12537,0.45714
806,1.5493,-2.6724,4.4029,-28,28,0,0,0.052632,24.291,0.27821,0.10094,0.0055905,-0.06922,1.7558,0.037738,0.047936,0.025053,-0.016933,-0.039147,-0.054646,0.019829,0.026695,0.027472,0.025707,0.02747,0.035652,0.1711,0.16988,0.15029,0.1248,0.098258,0.073762,0.049086,0.44308,0.069627,0.73482,0.016956,0.70667,0.73167,0.023075,0.063333,0.7184,0.53981,0.013209,0.0078227,0
807,1.2698,-2.8849,5.2643,-24,24,0,0,0.052632,41.703,0.38299,0.22711,0.002431,-0.68747,3.2756,-0.0010965,-0.011026,-0.0036479,0.018133,0.021132,-0.023495,0.0015354,0.0075151,0.0094138,0.0088793,0.006063,0.016712,0.079341,0.083339,0.089818,0.098369,0.12115,0.17749,0.30037,0.47324,0.14119,0.75105,0.0094632,0.73333,0.75333,0.0126,0.04,0.36113,0.51483,0.013623,0.0088597,0
808,1.7918,-1.2633,5.8541,-1,7,6,0,0.068966,26.209,0.48632,0.20694,0.0035421,-0.01096,2.3572,-0.016869,0.029418,0.039885,0.0056715,-0.025687,-0.032419,0.00938,0.036298,0.043271,0.029939,0.010494,0.017323,0.15122,0.15227,0.14592,0.11561,0.086708,0.08185,0.11972,0.7464,0.22919,0.99908,0.08769,0.86667,1.01,0.087771,0.33667,2.0847,1.448,0.06975,0.047717,0.39286
809,1.1701,-2.7083,6.4017,-31,31,0,0,0.175,66.82,0.31712,0.42284,0.0016821,0.022649,1.5244,0.019337,0.039832,0.026787,-0.012787,-0.03588,-0.037289,0.0027946,0.009003,0.017709,0.021803,0.020725,0.050462,0.14427,0.1443,0.14196,0.13413,0.11839,0.10128,0.093168,0.40056,0.10246,0.71192,0.026815,0.65333,0.71333,0.037665,0.11333,1.1752,0.56655,0.012821,0.0076775,0
810,1.7397,-2.02,5.4171,-16,16,0,0,0.085714,32.56,0.30917,0.19496,0.0013239,-0.098126,1.9607,-0.0069139,0.019301,0.03557,0.0019601,-0.024476,-0.025442,0.0082095,0.018306,0.024597,0.014358,0.022382,0.047008,0.15531,0.15501,0.14711,0.12941,0.10616,0.094445,0.077703,0.5887,0.10811,0.81019,0.027176,0.76,0.80333,0.033542,0.093333,1.0288,0.66651,0.020436,0.013054,0
811,1.4534,-2.3357,1.6584,-14,15,1,0,0.027778,2.1619,0.31533,0.056983,0.00043154,0.16104,1.8311,-0.0036285,0.013699,0.023457,0.0036691,-0.017268,-0.019928,0.013697,0.0365,0.022704,0.02072,0.019181,0.019368,0.1732,0.17256,0.15888,0.12241,0.099811,0.079758,0.061205,0.30496,0.052203,0.78259,0.034246,0.72333,0.775,0.043759,0.12667,1.2655,0.78372,0.022748,0.014716,0.028571
812,1.349,-2.0213,3.0824,-14,14,0,0,0.025641,7.9931,0.36481,0.1146,0.0009813,-0.010684,2.0023,0.013542,0.025843,0.011852,-0.016007,-0.017734,-0.017496,0.015717,0.034115,0.031744,0.03269,0.036498,0.017543,0.16892,0.1684,0.15382,0.12219,0.094698,0.071034,0.052647,0.3867,0.084595,0.72547,0.042354,0.64667,0.72333,0.058381,0.18,1.7962,0.87759,0.020908,0.012675,0.026316
813,1.5969,-2.1512,1.8483,-17,18,1,0,0.027778,17.585,0.37338,0.07536,0.00079289,-0.14339,1.711,-0.0023712,0.019459,0.032613,0.010993,-0.024791,-0.035903,0.017731,0.042251,0.033004,0.032731,0.018128,0.02652,0.18069,0.17938,0.16185,0.11999,0.08787,0.057264,0.04259,0.39527,0.056132,0.74157,0.023684,0.69,0.745,0.031938,0.086667,0.9352,0.65177,0.01788,0.011523,0
814,1.1868,-2.8034,7.3502,-15,15,0,0,0,3.0844,0.29444,0.12683,0.0017086,0.29232,1.5751,0.022859,0.0564,0.027902,-0.023742,-0.03853,-0.044888,0.016869,0.02926,0.021933,0.026219,0.022093,0.030893,0.14196,0.14292,0.13047,0.10859,0.10027,0.10016,0.12836,-0.72166,0.11023,0.94452,0.023673,0.89,0.94667,0.025064,0.096667,0.58811,0.4235,0.016644,0.010133,0
815,1.5939,-2.1392,1.8514,-14,14,0,0,0.14286,2.2118,0.33545,0.10636,0.00071167,0.15335,2.1174,-0.016311,-0.015712,-0.011034,0.019383,0.027564,-0.0038905,0.007809,0.028726,0.029944,0.038137,0.01899,0.03408,0.16053,0.16095,0.15417,0.12739,0.10174,0.071077,0.066448,0.36112,0.060049,1.3308,0.049575,1.2367,1.3367,0.037252,0.17333,0.63073,0.42832,0.033158,0.017387,0.1
816,1.3863,-2.7315,19.162,-21,21,0,0,0,62.582,0.21884,0.28302,0.0024683,-0.17783,2.2237,-0.02535,-0.010184,0.02427,0.048877,0.0045351,-0.042148,0.0043786,0.022268,0.022013,0.01134,0.044501,0.041569,0.15688,0.1567,0.15233,0.1301,0.10815,0.096972,0.052799,0.92758,0.2029,1.1003,0.01478,1.0667,1.1033,0.013433,0.066667,0.26636,0.34234,0.019401,0.01165,0
817,1.0468,-1.0163,16.482,28,0,32,2,0.11765,178.32,0.40588,2.3872,0.012981,1.2091,4.814,-0.033986,-0.041394,-0.044695,-0.026216,0.02665,0.11964,0.00060312,0.0038373,0.02229,0.051024,0.028159,0.036535,0.14661,0.1469,0.14699,0.14473,0.1259,0.080731,0.065698,0.48656,0.19879,0.71634,0.21754,0.25333,0.83333,0.30368,0.68667,13.664,4.7882,0.25507,0.17709,0.72
818,1.8112,-1.7584,1.5387,-1,3,2,0,0.25806,6.8827,0.24594,0.18584,0.00093799,-0.13711,1.854,0.009972,-0.01189,-0.036108,-0.011246,0.023325,0.025946,0.0021952,0.0070306,0.011909,0.031368,0.036004,0.029373,0.14901,0.1488,0.14672,0.14004,0.1287,0.10052,0.068326,-0.14148,0.054351,0.90452,0.043695,0.8,0.9,0.048308,0.18333,1.229,1.1682,0.041629,0.022568,0.3
819,1.6864,-2.7394,6.6552,-18,18,0,0,0.045455,37.443,0.40686,0.19289,0.0032426,0.35043,2.3245,-0.01305,-0.0079859,-0.0099778,0.0069751,0.0090174,0.015021,0.012352,0.037433,0.0355,0.036337,0.025516,0.040113,0.17373,0.17318,0.16086,0.12347,0.089906,0.054831,0.036782,0.96071,0.05572,1.243,0.01718,1.2067,1.245,0.013821,0.06,0.2472,0.30302,0.021688,0.012493,0
820,0.90446,-1.1993,4.8307,10,1,11,0,0,5.5569,0.43538,0.17481,0.00084835,-0.21131,2.1986,-0.019547,-0.013399,0.0064262,0.016583,0.0056555,0.0042811,0.0099202,0.020742,0.025452,0.031297,0.016825,0.012735,0.12105,0.12323,0.11869,0.10865,0.10505,0.1181,0.18827,0.73288,0.14573,1.3874,0.41314,0.42333,1.2833,0.29779,1.5933,4.1072,0.39643,0.59179,0.36346,0.77778
821,0.42227,-1.5974,5.1836,3,9,10,-1,0,3.4137,0.57156,0.22382,0.0010107,0.1104,1.6683,-0.018765,0.0045233,0.036264,0.032483,-0.014802,-0.039703,0.0078112,0.044689,0.062846,0.031248,0.011586,0.0089413,0.1724,0.17302,0.16699,0.12589,0.070188,0.054184,0.070204,0.75676,0.096294,1.026,0.33035,0.62667,0.81333,0.322,0.90333,8.68,0.57832,0.31305,0.27677,0.2963
822,1.76,-2.0801,7.424,-11,11,0,0,0.025641,30.361,0.36639,0.23779,0.0023506,0.40235,2.1291,0.037591,0.024717,-0.011424,-0.01549,-0.015658,-0.019737,0.0083852,0.024756,0.028941,0.033585,0.035935,0.022111,0.15714,0.15742,0.15036,0.1282,0.10447,0.081754,0.066947,0.51575,0.080761,0.71171,0.018239,0.67667,0.71,0.025628,0.07,0.81734,0.82431,0.018337,0.010028,0
823,0.55053,-2.4606,7.1784,2,10,14,1,0,9.5666,0.32195,0.10871,0.00059378,0.11643,2.3991,0.0027993,0.020124,0.0041722,-0.010927,-0.01042,-0.0057493,0.0075041,0.024807,0.013882,0.015414,0.0098677,0.017302,0.088649,0.092688,0.093917,0.086343,0.10688,0.15969,0.28305,0.77913,0.09299,0.86958,0.097041,0.58333,0.89,0.1116,0.45333,2.5146,2.3076,0.1145,0.087901,0.41935
824,0.20265,-2.1525,3.1837,-14,0,20,17,0.53846,67.3,0.41096,0.32706,0.0040783,-0.26788,1.9988,0.027216,0.051273,0.046932,0.0047325,-0.043348,-0.086805,0.0027068,0.017545,0.031125,0.033425,0.033069,0.028516,0.1572,0.15739,0.15494,0.13832,0.109,0.080007,0.056757,0.1812,0.23704,0.70171,0.15644,0.46333,0.69667,0.22294,0.48,7.1281,6.7549,0.26956,0.094088,1
825,0.90287,-2.5692,11.872,-13,13,0,0,0.095238,74.903,0.20814,0.29293,0.0076878,0.16298,2.6921,0.034492,0.019616,0.013699,0.0025295,-0.026518,-0.043819,0.0030484,0.012142,0.012913,0.015118,0.026111,0.046306,0.13419,0.13487,0.1336,0.12491,0.11928,0.11836,0.11913,0.44041,0.22673,0.63349,0.039179,0.59,0.62667,0.061846,0.15,0.89151,0.44726,0.022546,0.017995,0.1
826,0.077962,-2.0384,4.8946,1,0,9,4,0.57143,74.039,0.35795,0.46622,0.0054133,-0.57317,2.32,0.013675,0.036287,0.060877,0.040159,-0.038177,-0.11282,0.0028172,0.012511,0.030705,0.038493,0.057755,0.018795,0.15312,0.15334,0.15148,0.14114,0.11459,0.083113,0.042143,0.14523,0.2679,0.762,0.2195,0.53667,0.56333,0.28806,0.47333,9.9108,0,0.43235,0.018715,1
827,1.8577,-2.0905,8.4593,-18,18,0,0,0,16.694,0.39227,0.27702,0.001308,-0.013117,1.8948,-0.01681,0.01256,0.034822,0.020634,-0.017738,-0.033467,0.0069135,0.022226,0.028887,0.030408,0.020275,0.03408,0.14586,0.14661,0.14186,0.12396,0.10368,0.090687,0.10456,0.86675,0.14009,1.0544,0.020844,1.0033,1.0567,0.019769,0.086667,0.38813,0.58171,0.029105,0.015983,0.08
828,2.1045,-0.26664,5.0556,68,1,75,3,0.075269,98.253,0.29816,0.1933,0.0018256,-1.2609,4.2433,0.018875,0.02057,0.018878,0.012459,-0.0091628,-0.061619,0.004871,0.018566,0.019249,0.029168,0.028363,0.026292,0.1485,0.14896,0.14534,0.12951,0.11558,0.096657,0.088942,-0.37512,0.15991,0.57358,0.12389,0.38333,0.57667,0.216,0.62,15.614,15.755,0.16215,0.10537,0.70652
829,0.82429,-3.237,3.593,-33,36,3,0,0.021739,10.016,0.37562,0.15916,0.00091852,-0.014199,2.2625,0.00017739,0.0052921,0.010925,0.017328,-0.0082993,-0.025423,0.0098275,0.027802,0.028969,0.034645,0.014298,0.042521,0.16268,0.16259,0.15337,0.12678,0.10023,0.070431,0.06586,0.56314,0.047859,1.1431,0.03923,1.1033,1.1333,0.034318,0.24667,0.77439,0.9477,0.047101,0.040942,0.11111
830,1.4925,-1.5393,3.4583,11,3,14,0,0.027027,29.923,0.339,0.084261,0.00029503,0.73074,3.52,0.018966,-0.00033282,-0.007536,-0.0067135,-0.0024838,-0.0018998,0.018819,0.04858,0.036813,0.027859,0.016705,0.036295,0.18379,0.18265,0.16392,0.11551,0.079095,0.052092,0.037877,0.46961,0.091806,0.75189,0.080659,0.64667,0.72333,0.10727,0.29667,2.982,4.083,0.12015,0.085844,0.44444
831,1.1787,-2.7178,6.5404,-12,13,1,0,0,3.9653,0.36402,0.13437,0.00044831,-0.010756,1.7003,-0.022633,-0.012399,0.0055294,0.023193,0.012924,-0.0066139,0.017854,0.051777,0.035619,0.029898,0.020704,0.025026,0.17937,0.17908,0.16204,0.11338,0.080897,0.056917,0.047426,0.76963,0.099991,0.91375,0.036404,0.81333,0.91667,0.03984,0.15333,0.88919,0.57638,0.023047,0.015831,0.032258
